questionLink,questionTitle,questionVotes,questionViews,questionAnsCount
https://stackoverflow.com/questions/107705/disable-output-buffering,Disable output buffering,605,330k views,16
https://stackoverflow.com/questions/127386/in-visual-studio-c-what-are-the-memory-allocation-representations,"In Visual Studio C++, what are the memory allocation representations?",232,115k views,3
https://stackoverflow.com/questions/2528318/how-come-an-arrays-address-is-equal-to-its-value-in-c,How come an array's address is equal to its value in C?,217,93k views,6
https://stackoverflow.com/questions/142357/what-are-the-best-jvm-settings-for-eclipse,What are the best JVM settings for Eclipse? [closed],315,533k views,16
https://stackoverflow.com/questions/4955635/how-to-add-local-jar-files-to-a-maven-project,How to add local jar files to a Maven project?,1421,1.3m views,33
https://stackoverflow.com/questions/2346806/what-is-a-segmentation-fault,What is a segmentation fault?,751,791k views,16
https://stackoverflow.com/questions/1196991/get-property-value-from-string-using-reflection,Get property value from string using reflection,1077,909k views,23
https://stackoverflow.com/questions/11433432/how-to-import-multiple-csv-files-at-once,How to import multiple .csv files at once?,272,438k views,15
https://stackoverflow.com/questions/546433/regular-expression-to-match-balanced-parentheses,Regular expression to match balanced parentheses,356,426k views,21
https://stackoverflow.com/questions/8949252/why-do-i-get-attributeerror-nonetype-object-has-no-attribute-something,Why do I get AttributeError: 'NoneType' object has no attribute 'something'?,376,1.3m views,10
https://stackoverflow.com/questions/18994685/how-to-handle-both-a-single-item-and-an-array-for-the-same-property-using-json-n,How to handle both a single item and an array for the same property using JSON.net,127,49k views,8
https://stackoverflow.com/questions/12136948/why-does-shell-ignore-quoting-characters-in-arguments-passed-to-it-through-varia,Why does shell ignore quoting characters in arguments passed to it through variables? [duplicate],42,10k views,3
https://stackoverflow.com/questions/13905741/accessing-class-variables-from-a-list-comprehension-in-the-class-definition,Accessing class variables from a list comprehension in the class definition,215,25k views,6
https://stackoverflow.com/questions/10062954/valueerror-the-truth-value-of-an-array-with-more-than-one-element-is-ambiguous,ValueError: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all(),318,1.1m views,7
https://stackoverflow.com/questions/9069379/validation-error-value-is-not-valid,Validation Error: Value is not valid,83,85k views,3
https://stackoverflow.com/questions/82831/how-do-i-check-whether-a-file-exists-without-exceptions,How do I check whether a file exists without exceptions?,6514,4.7m views,42
https://stackoverflow.com/questions/8447/what-does-the-flags-enum-attribute-mean-in-c,What does the [Flags] Enum Attribute mean in C#?,1608,548k views,13
https://stackoverflow.com/questions/708012/how-to-declare-global-variables-in-android,How to declare global variables in Android?,606,308k views,17
https://stackoverflow.com/questions/3909267/differences-between-action-and-actionlistener,Differences between action and actionListener,403,276k views,4
https://stackoverflow.com/questions/16086962/how-to-get-a-time-zone-from-a-location-using-latitude-and-longitude-coordinates,How to get a time zone from a location using latitude and longitude coordinates?,386,303k views,17
https://stackoverflow.com/questions/1051379/is-there-a-difference-between-copy-initialization-and-direct-initialization,Is there a difference between copy initialization and direct initialization?,270,65k views,9
https://stackoverflow.com/questions/11656532/returning-an-array-using-c,Returning an array using C,185,438k views,8
https://stackoverflow.com/questions/510357/how-to-read-a-single-character-from-the-user,How to read a single character from the user?,295,327k views,25
https://stackoverflow.com/questions/3270680/how-does-python-2-compare-string-and-int-why-do-lists-compare-as-greater-than-n,"How does Python 2 compare string and int? Why do lists compare as greater than numbers, and tuples greater than lists?",180,84k views,2
https://stackoverflow.com/questions/3085696/adding-a-scrollbar-to-a-group-of-widgets-in-tkinter,Adding a scrollbar to a group of widgets in Tkinter,86,80k views,3
https://stackoverflow.com/questions/44912203/selenium-web-driver-java-element-is-not-clickable-at-point-x-y-other-elem,"Selenium Web Driver & Java. Element is not clickable at point (x, y). Other element would receive the click",97,194k views,9
https://stackoverflow.com/questions/5871640/why-is-using-onclick-in-html-a-bad-practice,Why is using onClick() in HTML a bad practice?,142,117k views,10
https://stackoverflow.com/questions/750136/how-is-returning-the-output-of-a-function-different-from-printing-it,How is returning the output of a function different from printing it?,36,256k views,9
https://stackoverflow.com/questions/3112946/jsf-returns-blank-unparsed-page-with-plain-raw-xhtml-xml-el-source-instead-of-re,JSF returns blank/unparsed page with plain/raw XHTML/XML/EL source instead of rendered HTML output,21,15k views,1
https://stackoverflow.com/questions/25068543/what-exactly-do-we-mean-by-branch,"What exactly do we mean by ""branch""?",43,6k views,2
https://stackoverflow.com/questions/63561028/how-to-detect-collisions-between-two-rectangular-objects-or-images-in-pygame,How to detect collisions between two rectangular objects or images in pygame,7,2k views,1
https://stackoverflow.com/questions/1642028/what-is-the-operator-in-c-c,"What is the ""-->"" operator in C/C++?",9653,897k views,29
https://stackoverflow.com/questions/1513485/how-do-i-get-the-current-gps-location-programmatically-in-android,How do I get the current GPS location programmatically in Android?,750,1.0m views,23
https://stackoverflow.com/questions/219585/including-all-the-jars-in-a-directory-within-the-java-classpath,Including all the jars in a directory within the Java classpath,1111,1.2m views,25
https://stackoverflow.com/questions/1247486/list-comprehension-vs-map,List comprehension vs map,857,271k views,13
https://stackoverflow.com/questions/1009860/how-to-read-process-command-line-arguments,How to read/process command line arguments?,702,697k views,18
https://stackoverflow.com/questions/2490825/how-to-trigger-event-in-javascript,How to trigger event in JavaScript?,613,865k views,18
https://stackoverflow.com/questions/4825683/how-do-i-create-and-read-a-value-from-cookie,How do I create and read a value from cookie?,315,342k views,24
https://stackoverflow.com/questions/1457305/mysql-creating-tables-with-foreign-keys-giving-errno-150,MySQL Creating tables with Foreign Keys giving errno: 150,104,134k views,20
https://stackoverflow.com/questions/4728144/check-variable-equality-against-a-list-of-values,Check variable equality against a list of values,171,161k views,15
https://stackoverflow.com/questions/610406/javascript-equivalent-to-printf-string-format,JavaScript equivalent to printf/String.Format,2244,2.1m views,55
https://stackoverflow.com/questions/33225947/can-a-website-detect-when-you-are-using-selenium-with-chromedriver,Can a website detect when you are using Selenium with chromedriver?,509,331k views,23
https://stackoverflow.com/questions/15738259/disabling-chrome-autofill,Disabling Chrome Autofill,619,900k views,68
https://stackoverflow.com/questions/16588064/how-do-i-add-a-library-project-to-android-studio,How do I add a library project to Android Studio?,820,636k views,31
https://stackoverflow.com/questions/6269765/what-does-the-b-character-do-in-front-of-a-string-literal,What does the 'b' character do in front of a string literal?,1129,883k views,9
https://stackoverflow.com/questions/230751/how-can-i-flush-the-output-of-the-print-function-unbuffer-python-output,How can I flush the output of the print function (unbuffer python output)?,1451,970k views,13
https://stackoverflow.com/questions/7506844/javascript-function-scoping-and-hoisting,Javascript function scoping and hoisting,98,15k views,18
https://stackoverflow.com/questions/5189560/squash-my-last-x-commits-together-using-git,Squash my last X commits together using Git,4473,2.5m views,40
https://stackoverflow.com/questions/4912092/using-html5-canvas-javascript-to-take-in-browser-screenshots,Using HTML5/Canvas/JavaScript to take in-browser screenshots,1010,579k views,6
https://stackoverflow.com/questions/483091/how-to-render-an-asp-net-mvc-view-as-a-string,How to render an ASP.NET MVC view as a string?,503,332k views,16
https://stackoverflow.com/questions/375427/a-non-blocking-read-on-a-subprocess-pipe-in-python,A non-blocking read on a subprocess.PIPE in Python,565,269k views,30
https://stackoverflow.com/questions/1138460/how-does-facebook-sharer-select-images-and-other-metadata-when-sharing-my-url,How does Facebook Sharer select Images and other metadata when sharing my URL?,399,335k views,12
https://stackoverflow.com/questions/33454533/cant-scroll-to-top-of-flex-item-that-is-overflowing-container,Can't scroll to top of flex item that is overflowing container,366,74k views,8
https://stackoverflow.com/questions/12301358/send-attachments-with-php-mail,Send attachments with PHP Mail()?,241,623k views,16
https://stackoverflow.com/questions/19766912/how-do-i-authorise-an-app-web-or-installed-without-user-intervention,How do I authorise an app (web or installed) without user intervention?,88,57k views,2
https://stackoverflow.com/questions/2340406/how-to-retrieve-and-display-images-from-a-database-in-a-jsp-page,How to retrieve and display images from a database in a JSP page?,29,88k views,5
https://stackoverflow.com/questions/41278385/setstate-doesnt-update-the-state-immediately,setState doesn't update the state immediately,143,130k views,15
https://stackoverflow.com/questions/13431108/changing-address-contained-by-pointer-using-function,Changing address contained by pointer using function,58,75k views,5
https://stackoverflow.com/questions/12530406/is-gcc-4-8-or-earlier-buggy-about-regular-expressions,Is gcc 4.8 or earlier buggy about regular expressions?,102,36k views,3
https://stackoverflow.com/questions/38913799/how-to-open-the-correct-devtools-console-to-see-output-from-an-extension-script,How to open the correct devtools console to see output from an extension script?,19,9k views,3
https://stackoverflow.com/questions/315911/git-for-beginners-the-definitive-practical-guide,Git for beginners: The definitive practical guide,854,730k views,37
https://stackoverflow.com/questions/5458048/how-can-i-make-a-python-script-standalone-executable-to-run-without-any-dependen,How can I make a Python script standalone executable to run without ANY dependency? [duplicate],914,1.2m views,19
https://stackoverflow.com/questions/246801/how-can-you-encode-a-string-to-base64-in-javascript,How can you encode a string to Base64 in JavaScript?,1034,1.6m views,30
https://stackoverflow.com/questions/1520608/ora-00979-not-a-group-by-expression,ORA-00979 not a group by expression,172,500k views,8
https://stackoverflow.com/questions/1554099/why-is-the-android-emulator-so-slow-how-can-we-speed-up-the-android-emulator,Why is the Android emulator so slow? How can we speed up the Android emulator? [closed],3483,1.1m views,77
https://stackoverflow.com/questions/27928372/react-router-urls-dont-work-when-refreshing-or-writing-manually,React-router urls don't work when refreshing or writing manually,1003,598k views,54
https://stackoverflow.com/questions/606191/convert-bytes-to-a-string,Convert bytes to a string,3183,3.8m views,22
https://stackoverflow.com/questions/13569/mysqli-or-pdo-what-are-the-pros-and-cons,mysqli or PDO - what are the pros and cons? [closed],342,143k views,13
https://stackoverflow.com/questions/28329382/understanding-unique-keys-for-array-children-in-react-js,Understanding unique keys for array children in React.js,878,942k views,20
https://stackoverflow.com/questions/872565/remove-sensitive-files-and-their-commits-from-git-history,Remove sensitive files and their commits from Git history,448,164k views,11
https://stackoverflow.com/questions/4289331/how-to-extract-numbers-from-a-string-in-python,How to extract numbers from a string in Python?,574,1.3m views,18
https://stackoverflow.com/questions/1267869/how-can-i-force-division-to-be-floating-point-division-keeps-rounding-down-to-0,How can I force division to be floating point? Division keeps rounding down to 0?,766,722k views,11
https://stackoverflow.com/questions/46073295/implicit-type-promotion-rules,Implicit type promotion rules,99,25k views,2
https://stackoverflow.com/questions/21955256/manipulating-an-access-database-from-java-without-odbc,Manipulating an Access database from Java without ODBC,116,177k views,1
https://stackoverflow.com/questions/49245160/sql-to-linq-with-multiple-join-count-and-left-join,"SQL to LINQ with multiple join, count and left join",4,5k views,1
https://stackoverflow.com/questions/22974339/pygame-installation-issue-in-mac-os,pygame installation issue in mac os,27,13k views,5
https://stackoverflow.com/questions/750172/how-to-change-the-author-and-committer-name-and-e-mail-of-multiple-commits-in-gi,How to change the author and committer name and e-mail of multiple commits in Git?,2690,977k views,40
https://stackoverflow.com/questions/538060/proper-use-of-the-idisposable-interface,Proper use of the IDisposable interface,1796,377k views,19
https://stackoverflow.com/questions/141525/what-are-bitwise-shift-bit-shift-operators-and-how-do-they-work,What are bitwise shift (bit-shift) operators and how do they work?,1475,760k views,11
https://stackoverflow.com/questions/52353/in-java-what-is-the-best-way-to-determine-the-size-of-an-object,"In Java, what is the best way to determine the size of an object?",654,331k views,26
https://stackoverflow.com/questions/1532461/stringbuilder-vs-string-concatenation-in-tostring-in-java,StringBuilder vs String concatenation in toString() in Java,1039,430k views,19
https://stackoverflow.com/questions/988228/convert-a-string-representation-of-a-dictionary-to-a-dictionary,Convert a String representation of a Dictionary to a dictionary?,997,1.1m views,11
https://stackoverflow.com/questions/13104494/does-javascript-pass-by-reference,Does JavaScript pass by reference? [duplicate],446,230k views,13
https://stackoverflow.com/questions/69913/why-dont-self-closing-script-elements-work,Why don't self-closing script elements work?,1466,150k views,12
https://stackoverflow.com/questions/34115174/error-related-to-only-full-group-by-when-executing-a-query-in-mysql,Error related to only_full_group_by when executing a query in MySql,490,667k views,18
https://stackoverflow.com/questions/10673585/start-thread-with-member-function,Start thread with member function,352,404k views,5
https://stackoverflow.com/questions/498400/cs0120-an-object-reference-is-required-for-the-nonstatic-field-method-or-prop,"CS0120: An object reference is required for the nonstatic field, method, or property 'foo'",333,1.4m views,9
https://stackoverflow.com/questions/371875/local-file-access-with-javascript,Local file access with JavaScript,190,409k views,13
https://stackoverflow.com/questions/1975128/why-isnt-the-size-of-an-array-parameter-the-same-as-within-main,Why isn't the size of an array parameter the same as within main?,113,74k views,13
https://stackoverflow.com/questions/12423614/local-variables-in-nested-functions,Local variables in nested functions,110,13k views,4
https://stackoverflow.com/questions/8881291/why-is-char-preferred-over-string-for-passwords,Why is char[] preferred over String for passwords?,3683,461k views,18
https://stackoverflow.com/questions/115983/how-can-i-add-a-blank-directory-to-a-git-repository,How can I add a blank directory to a Git repository?,4859,1.2m views,37
https://stackoverflow.com/questions/5223/length-of-a-javascript-object,Length of a JavaScript object,2764,2.4m views,42
https://stackoverflow.com/questions/206384/how-do-i-format-a-microsoft-json-date,How do I format a Microsoft JSON date?,2102,775k views,41
https://stackoverflow.com/questions/1560788/how-to-check-internet-access-on-android-inetaddress-never-times-out,How to check internet access on Android? InetAddress never times out,701,497k views,61
https://stackoverflow.com/questions/492519/timeout-on-a-function-call,Timeout on a function call,407,464k views,20
https://stackoverflow.com/questions/6865538/solving-a-communications-link-failure-with-jdbc-and-mysql,"Solving a ""communications link failure"" with JDBC and MySQL [duplicate]",240,954k views,25
https://stackoverflow.com/questions/10487292/position-absolute-but-relative-to-parent,Position absolute but relative to parent,607,468k views,5
https://stackoverflow.com/questions/3965676/why-did-my-git-repo-enter-a-detached-head-state,Why did my Git repo enter a detached HEAD state?,436,283k views,13
https://stackoverflow.com/questions/1696877/how-to-set-a-value-to-a-file-input-in-html,How to set a value to a file input in HTML?,405,775k views,8
https://stackoverflow.com/questions/1686569/filter-data-frame-rows-by-a-logical-condition,Filter data.frame rows by a logical condition,175,350k views,9
https://stackoverflow.com/questions/29141729/recyclerview-no-adapter-attached-skipping-layout,recyclerview No adapter attached; skipping layout,302,448k views,36
https://stackoverflow.com/questions/4026021/remove-php-extension-with-htaccess,Remove .php extension with .htaccess,121,297k views,16
https://stackoverflow.com/questions/24080785/sorting-in-javascript-shouldnt-returning-a-boolean-be-enough-for-a-comparison,Sorting in JavaScript: Shouldn't returning a boolean be enough for a comparison function?,62,13k views,2
https://stackoverflow.com/questions/43367427/32-bit-absolute-addresses-no-longer-allowed-in-x86-64-linux,32-bit absolute addresses no longer allowed in x86-64 Linux?,39,13k views,1
https://stackoverflow.com/questions/34510/what-is-a-race-condition,What is a race condition?,1202,750k views,18
https://stackoverflow.com/questions/56860/what-is-an-example-of-the-liskov-substitution-principle,What is an example of the Liskov Substitution Principle?,1085,438k views,35
https://stackoverflow.com/questions/1219860/html-encoding-lost-when-attribute-read-from-input-field,HTML-encoding lost when attribute read from input field,762,648k views,26
https://stackoverflow.com/questions/1661197/what-characters-are-valid-for-javascript-variable-names,What characters are valid for JavaScript variable names?,607,342k views,12
https://stackoverflow.com/questions/6147884/onactivityresult-is-not-being-called-in-fragment,onActivityResult is not being called in Fragment,961,467k views,40
https://stackoverflow.com/questions/5466451/how-can-i-print-literal-curly-brace-characters-in-a-string-and-also-use-format,How can I print literal curly-brace characters in a string and also use .format on it?,2007,693k views,25
https://stackoverflow.com/questions/47882/what-is-a-magic-number-and-why-is-it-bad,"What is a magic number, and why is it bad? [closed]",566,326k views,15
https://stackoverflow.com/questions/48989049/selenium-how-selenium-identifies-elements-visible-or-not-is-is-possible-that-i,Selenium: How selenium identifies elements visible or not? Is is possible that it is loaded in DOM but not rendered on UI?,3,5k views,1
https://stackoverflow.com/questions/34995740/css-when-inline-block-elements-line-break-parent-wrapper-does-not-fit-new-width,"CSS when inline-block elements line-break, parent wrapper does not fit new width",38,18k views,2
https://stackoverflow.com/questions/653714/insert-results-of-a-stored-procedure-into-a-temporary-table,Insert results of a stored procedure into a temporary table,1723,2.3m views,31
https://stackoverflow.com/questions/931092/reverse-a-string-in-python,Reverse a string in Python,1518,1.4m views,25
https://stackoverflow.com/questions/6264249/how-does-the-compilation-linking-process-work,How does the compilation/linking process work?,483,247k views,5
https://stackoverflow.com/questions/470542/how-do-i-limit-the-number-of-rows-returned-by-an-oracle-query-after-ordering,How do I limit the number of rows returned by an Oracle query after ordering?,1194,1.8m views,14
https://stackoverflow.com/questions/16245767/creating-a-blob-from-a-base64-string-in-javascript,Creating a BLOB from a Base64 string in JavaScript,582,689k views,13
https://stackoverflow.com/questions/20039765/how-to-apply-a-css-filter-to-a-background-image,How to apply a CSS filter to a background image,505,1.6m views,20
https://stackoverflow.com/questions/5335273/how-can-i-send-an-email-using-php,How can I send an email using PHP?,353,1.1m views,19
https://stackoverflow.com/questions/1145704/how-can-you-use-an-objects-property-in-a-double-quoted-string,How can you use an object's property in a double-quoted string?,125,77k views,5
https://stackoverflow.com/questions/13860894/why-ms-excel-crashes-and-closes-during-worksheet-change-sub-procedure,Why MS Excel crashes and closes during Worksheet_Change Sub procedure?,44,38k views,3
https://stackoverflow.com/questions/17733541/why-does-range-work-but-not-cells,"Why does Range work, but not Cells?",19,44k views,1
https://stackoverflow.com/questions/37628/what-is-reflection-and-why-is-it-useful,What is reflection and why is it useful?,2379,963k views,23
https://stackoverflow.com/questions/2906582/how-to-create-an-html-button-that-acts-like-a-link,How to create an HTML button that acts like a link,2370,8.1m views,38
https://stackoverflow.com/questions/22219004/how-to-group-dataframe-rows-into-list-in-pandas-groupby,How to group dataframe rows into list in pandas groupby,423,378k views,15
https://stackoverflow.com/questions/3333665/rank-function-in-mysql,Rank function in MySQL,169,308k views,12
https://stackoverflow.com/questions/23665064/project-links-do-not-work-on-wamp-server,Project Links do not work on Wamp Server,96,205k views,13
https://stackoverflow.com/questions/12953704/how-can-i-access-object-properties-containing-special-characters,How can I access object properties containing special characters?,29,26k views,2
https://stackoverflow.com/questions/44765194/how-to-parse-invalid-bad-not-well-formed-xml,How to parse invalid (bad / not well-formed) XML?,26,25k views,4
https://stackoverflow.com/questions/4015324/how-to-make-an-http-post-web-request,How to make an HTTP POST web request,1350,2.0m views,14
https://stackoverflow.com/questions/3003145/how-to-get-the-client-ip-address-in-php,How to get the client IP address in PHP,1327,1.9m views,29
https://stackoverflow.com/questions/4306186/structure-padding-and-packing,Structure padding and packing,272,369k views,11
https://stackoverflow.com/questions/592396/what-is-the-purpose-of-a-self-executing-function-in-javascript,What is the purpose of a self executing function in javascript?,487,188k views,20
https://stackoverflow.com/questions/54432583/when-should-i-not-want-to-use-pandas-apply-in-my-code,When should I (not) want to use pandas apply() in my code?,167,35k views,4
https://stackoverflow.com/questions/636383/how-can-i-find-wpf-controls-by-name-or-type,How can I find WPF controls by name or type?,284,366k views,20
https://stackoverflow.com/questions/743806/how-to-split-a-string-into-a-list,How to split a string into a list?,610,1.9m views,10
https://stackoverflow.com/questions/4915361/whats-the-difference-between-raw-input-and-input-in-python-3,What's the difference between `raw_input()` and `input()` in Python 3?,387,343k views,6
https://stackoverflow.com/questions/10581772/how-to-split-a-comma-separated-value-to-columns,How to split a comma-separated value to columns,162,1.1m views,38
https://stackoverflow.com/questions/16044229/how-to-get-keyboard-input-in-pygame,How to get keyboard input in pygame?,60,225k views,10
https://stackoverflow.com/questions/23653778/nullpointerexception-accessing-views-in-oncreate,NullPointerException accessing views in onCreate(),120,23k views,13
https://stackoverflow.com/questions/14578243/turning-query-errors-to-exceptions-in-mysqli,Turning query errors to Exceptions in MySQLi [duplicate],27,23k views,3
https://stackoverflow.com/questions/2610497/change-a-html5-inputs-placeholder-color-with-css,Change a HTML5 input's placeholder color with CSS,4204,1.9m views,42
https://stackoverflow.com/questions/2846653/how-can-i-use-threading-in-python,How can I use threading in Python?,1420,1.1m views,21
https://stackoverflow.com/questions/3145089/what-is-the-simplest-and-most-robust-way-to-get-the-users-current-location-on-a,What is the simplest and most robust way to get the user's current location on Android?,847,350k views,29
https://stackoverflow.com/questions/618535/difference-between-decimal-float-and-double-in-net,"Difference between decimal, float and double in .NET?",2278,1.1m views,18
https://stackoverflow.com/questions/14455293/how-and-when-to-use-async-and-await,How and when to use ‘async’ and ‘await’,1270,1.1m views,24
https://stackoverflow.com/questions/9942594/unicodeencodeerror-ascii-codec-cant-encode-character-u-xa0-in-position-20,UnicodeEncodeError: 'ascii' codec can't encode character u'\xa0' in position 20: ordinal not in range(128),1420,2.0m views,34
https://stackoverflow.com/questions/154136/why-use-apparently-meaningless-do-while-and-if-else-statements-in-macros,Why use apparently meaningless do-while and if-else statements in macros?,874,103k views,9
https://stackoverflow.com/questions/2736389/how-to-pass-an-object-from-one-activity-to-another-on-android,How to pass an object from one activity to another on Android,863,790k views,35
https://stackoverflow.com/questions/213907/stdendl-vs-n,"""std::endl"" vs ""\n""",632,226k views,13
https://stackoverflow.com/questions/9655181/how-to-convert-a-byte-array-to-a-hex-string-in-java,How to convert a byte array to a hex string in Java?,739,872k views,34
https://stackoverflow.com/questions/2503413/regular-expression-to-stop-at-first-match,Regular expression to stop at first match,692,812k views,9
https://stackoverflow.com/questions/932653/how-to-prevent-buttons-from-submitting-forms,How to prevent buttons from submitting forms,1086,827k views,18
https://stackoverflow.com/questions/12739909/send-data-from-activity-to-fragment-in-android,Send data from activity to fragment in Android,352,546k views,22
https://stackoverflow.com/questions/9571392/ignoring-time-zones-altogether-in-rails-and-postgresql,Ignoring time zones altogether in Rails and PostgreSQL,170,47k views,4
https://stackoverflow.com/questions/748175/asynchronous-vs-synchronous-execution-what-is-the-main-difference,"Asynchronous vs synchronous execution, what is the main difference? [closed]",1332,1.0m views,22
https://stackoverflow.com/questions/20250771/remap-values-in-pandas-column-with-a-dict-preserve-nans,"Remap values in pandas column with a dict, preserve NaNs",495,513k views,10
https://stackoverflow.com/questions/20389255/reading-a-resource-file-from-within-jar,Reading a resource file from within jar,310,403k views,15
https://stackoverflow.com/questions/940905/can-i-read-the-hash-portion-of-the-url-on-my-server-side-application-php-ruby,"Can I read the hash portion of the URL on my server-side application (PHP, Ruby, Python, etc.)?",225,224k views,12
https://stackoverflow.com/questions/6370690/media-queries-how-to-target-desktop-tablet-and-mobile,"Media Queries: How to target desktop, tablet, and mobile?",590,1.2m views,20
https://stackoverflow.com/questions/72852/how-to-do-relative-imports-in-python,How to do relative imports in Python?,571,365k views,17
https://stackoverflow.com/questions/807878/how-to-make-javascript-execute-after-page-load,How to make JavaScript execute after page load?,919,1.9m views,26
https://stackoverflow.com/questions/1059559/split-strings-into-words-with-multiple-word-boundary-delimiters,Split Strings into words with multiple word boundary delimiters,757,826k views,31
https://stackoverflow.com/questions/566462/upload-files-with-httpwebrequest-multipart-form-data,Upload files with HTTPWebrequest (multipart/form-data),314,433k views,21
https://stackoverflow.com/questions/840781/get-all-non-unique-values-i-e-duplicate-more-than-one-occurrence-in-an-array,Get all non-unique values (i.e.: duplicate/more than one occurrence) in an array,492,768k views,90
https://stackoverflow.com/questions/189645/how-to-break-out-of-multiple-loops,How to break out of multiple loops?,635,581k views,33
https://stackoverflow.com/questions/1380463/sorting-a-vector-of-custom-objects,Sorting a vector of custom objects,296,481k views,14
https://stackoverflow.com/questions/1565600/how-come-a-non-const-reference-cannot-bind-to-a-temporary-object,How come a non-const reference cannot bind to a temporary object?,240,105k views,11
https://stackoverflow.com/questions/6848970/how-to-populate-options-of-hselectonemenu-from-database,How to populate options of h:selectOneMenu from database?,75,154k views,5
https://stackoverflow.com/questions/8664486/javascript-code-to-stop-form-submission,JavaScript code to stop form submission,251,648k views,13
https://stackoverflow.com/questions/6112803/how-to-create-a-consecutive-group-number,How to create a consecutive group number,39,25k views,11
https://stackoverflow.com/questions/542510/how-do-i-create-a-parameterized-sql-query-why-should-i,How do I create a parameterized SQL query? Why Should I?,96,95k views,6
https://stackoverflow.com/questions/44724185/element-myelement-is-not-clickable-at-point-x-y-other-element-would-receiv,"Element MyElement is not clickable at point (x, y)... Other element would receive the click",24,16k views,5
https://stackoverflow.com/questions/34975406/how-to-describe-performance-issue-in-relational-database,How to describe performance issue in relational database?,12,2k views,1
https://stackoverflow.com/questions/572547/what-does-static-mean-in-c,"What does ""static"" mean in C?",1295,1.0m views,19
https://stackoverflow.com/questions/438146/what-are-the-possible-values-of-the-hibernate-hbm2ddl-auto-configuration-and-wha,What are the possible values of the Hibernate hbm2ddl.auto configuration and what do they do,1189,1.2m views,14
https://stackoverflow.com/questions/4770025/how-to-disable-scrolling-temporarily,How to disable scrolling temporarily?,506,941k views,45
https://stackoverflow.com/questions/109086/stop-setinterval-call-in-javascript,Stop setInterval call in JavaScript,1602,1.2m views,16
https://stackoverflow.com/questions/3404975/left-outer-join-in-linq,LEFT OUTER JOIN in LINQ,604,867k views,22
https://stackoverflow.com/questions/3777174/plotting-two-variables-as-lines-using-ggplot2-on-the-same-graph,Plotting two variables as lines using ggplot2 on the same graph,337,554k views,5
https://stackoverflow.com/questions/32342864/applying-mvc-with-javafx,Applying MVC With JavaFx,47,69k views,2
https://stackoverflow.com/questions/32682876/is-there-any-way-to-return-a-reference-to-a-variable-created-in-a-function,Is there any way to return a reference to a variable created in a function?,87,45k views,4
https://stackoverflow.com/questions/23435270/how-to-add-sequential-counter-column-on-groups-using-pandas-groupby,How to add sequential counter column on groups using Pandas groupby,56,33k views,2
https://stackoverflow.com/questions/40682650/renaming-files-by-reformatting-existing-filenames-placeholders-in-replacement,Renaming files by reformatting existing filenames - placeholders in replacement strings used with the -replace operator,2,2k views,4
https://stackoverflow.com/questions/7074/what-is-the-difference-between-string-and-string-in-c,What is the difference between String and string in C#?,7128,1.2m views,63
https://stackoverflow.com/questions/17330160/how-does-the-property-decorator-work-in-python,How does the @property decorator work in Python?,1192,632k views,14
https://stackoverflow.com/questions/1315621/implementing-inotifypropertychanged-does-a-better-way-exist,Implementing INotifyPropertyChanged - does a better way exist?,715,347k views,34
https://stackoverflow.com/questions/2642777/trusting-all-certificates-using-httpclient-over-https,Trusting all certificates using HttpClient over HTTPS,416,722k views,22
https://stackoverflow.com/questions/6768793/get-the-full-url-in-php,Get the full URL in PHP,976,3.5m views,28
https://stackoverflow.com/questions/469357/html-text-input-allow-only-numeric-input,HTML text input allow only numeric input,1010,2.4m views,71
https://stackoverflow.com/questions/54867/what-is-the-difference-between-old-style-and-new-style-classes-in-python,What is the difference between old style and new style classes in Python?,1069,254k views,8
https://stackoverflow.com/questions/2150078/how-to-check-visibility-of-software-keyboard-in-android,How to check visibility of software keyboard in Android?,549,294k views,45
https://stackoverflow.com/questions/5161951/android-only-the-original-thread-that-created-a-view-hierarchy-can-touch-its-vi,"Android ""Only the original thread that created a view hierarchy can touch its views.""",1106,695k views,31
https://stackoverflow.com/questions/2739376/definition-of-downstream-and-upstream,"Definition of ""downstream"" and ""upstream""",995,327k views,6
https://stackoverflow.com/questions/4064444/returning-json-from-a-php-script,Returning JSON from a PHP Script,1043,1.3m views,19
https://stackoverflow.com/questions/1416697/converting-timestamp-to-time-ago-in-php-e-g-1-day-ago-2-days-ago,"Converting timestamp to time ago in PHP e.g 1 day ago, 2 days ago...",271,293k views,31
https://stackoverflow.com/questions/2659952/maximum-length-of-http-get-request,Maximum length of HTTP GET request,544,583k views,7
https://stackoverflow.com/questions/23589174/regex-pattern-to-match-excluding-when-except-between,"Regex Pattern to Match, Excluding when... / Except between",110,33k views,6
https://stackoverflow.com/questions/31726643/how-to-plot-in-multiple-subplots,How to plot in multiple subplots,216,420k views,11
https://stackoverflow.com/questions/20541905/convert-matrix-to-3-column-table-reverse-pivot-unpivot-flatten-normal,"Convert matrix to 3-column table ('reverse pivot', 'unpivot', 'flatten', 'normalize')",37,85k views,5
https://stackoverflow.com/questions/19837486/lambda-in-a-loop,Lambda in a loop [duplicate],85,35k views,4
https://stackoverflow.com/questions/1433212/replace-method-doesnt-work,Replace method doesn't work,23,8k views,4
